1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,Phase
-0.00033241,0.00026173,0.00086581,-0.00023117,-0.00012423,-0.00055147,-0.00031958,0.00085367,0.00154674,-0.00007502,0.00016873,0.00008368,0.00007373,-0.00001943,-0.00022577,0.00002903,0.00001440,0.00014336,0.00002259,0.00003963,0.00004038,-0.00000400,-0.00000109,0.00002597,0.00096366,0.00061073,0.00179535,0.00020273,0.00023830,0.00014697,0.00006092,0.00002630,D
0.00055116,-0.00041468,-0.00218388,-0.00013743,-0.00014314,-0.00027957,-0.00058067,0.00063185,0.00337388,-0.00006274,0.00006293,0.00013091,0.00026775,-0.00020497,-0.00092415,0.00002841,-0.00000573,0.00008239,-0.00007912,-0.00006722,0.00055368,0.00000372,-0.00003206,0.00001431,0.00229021,0.00034283,0.00348131,0.00015822,0.00098374,0.00008734,0.00056333,0.00003531,D
0.00006879,-0.00032652,-0.00113353,0.00001802,-0.00008316,0.00005529,-0.00057907,0.00043022,0.00399614,-0.00004006,-0.00014527,0.00021996,-0.00013399,0.00002449,0.00029176,0.00004318,0.00001666,0.00009302,0.00000044,-0.00005601,0.00017285,0.00000630,-0.00005783,0.00002474,0.00118163,0.00010148,0.00406073,0.00026663,0.00032199,0.00010390,0.00018170,0.00006322,D
-0.00009172,-0.00029438,-0.00028730,0.00012066,-0.00004961,0.00019473,-0.00050729,0.00012828,0.00321579,-0.00003038,-0.00021793,0.00023261,-0.00005016,0.00001004,0.00026445,0.00003207,0.00001048,0.00004357,0.00002243,-0.00009436,-0.00024386,0.00000303,-0.00002270,0.00000395,0.00042144,0.00023439,0.00325808,0.00032019,0.00026935,0.00005511,0.00026244,0.00002324,D
-0.00077962,0.00019746,0.00227393,0.00016522,0.00003204,0.00034094,0.00115310,-0.00044041,-0.00630981,0.00001467,-0.00009641,0.00028789,-0.00021497,0.00015370,0.00080039,0.00001393,0.00002552,0.00004569,0.00051887,-0.00017772,-0.00297675,0.00001408,0.00003798,0.00001727,0.00241196,0.00038021,0.00642941,0.00030395,0.00084288,0.00005415,0.00302686,0.00004403,D
-0.00027545,0.00000974,0.00151495,0.00024677,0.00019741,0.00028770,0.00160552,-0.00075840,-0.00924399,0.00012510,0.00022566,0.00001482,0.00014829,-0.00005521,-0.00022323,0.00002399,0.00004864,-0.00001566,0.00013306,-0.00009353,-0.00086299,0.00003248,0.00009472,-0.00008031,0.00153981,0.00042737,0.00941298,0.00025844,0.00027362,0.00005645,0.00087819,0.00012837,D
0.00008095,-0.00004226,-0.00031572,0.00068640,0.00073754,0.00059672,0.00164839,-0.00149015,-0.01310389,0.00030852,0.00044343,-0.00004912,0.00011497,-0.00001678,-0.00059054,0.00014181,0.00017424,0.00009968,0.00001383,-0.00023605,-0.00124513,0.00005917,0.00007025,-0.00002063,0.00032866,0.00117098,0.01329096,0.00054243,0.00060186,0.00024578,0.00126738,0.00009413,D
0.00065936,-0.00020374,-0.00409357,0.00063456,0.00080724,0.00053508,0.00004970,-0.00072953,-0.00506034,0.00023166,0.00040603,-0.00022149,0.00016526,-0.00004614,-0.00107939,-0.00001481,0.00001991,-0.00001761,-0.00045677,0.00021732,0.00229816,-0.00002196,-0.00001069,-0.00004925,0.00415134,0.00115784,0.00511290,0.00051729,0.00109294,0.00003043,0.00235317,0.00005497,D
0.00081493,-0.00026085,-0.00504520,0.00054596,0.00086235,0.00064602,-0.00110489,-0.00031029,0.00326820,0.00020968,0.00027770,-0.00008282,0.00004861,-0.00001785,-0.00029738,-0.00002769,0.00001722,0.00003467,-0.00036081,0.00013101,0.00260267,-0.00000687,-0.00004010,0.00004333,0.00511724,0.00120791,0.00346384,0.00035769,0.00030186,0.00004759,0.00263083,0.00005944,D
0.00071866,-0.00030088,-0.00404696,0.00010481,0.00039412,0.00037692,0.00081855,0.00007903,-0.01299997,0.00007597,0.00014152,0.00004698,-0.00002832,-0.00001177,0.00029360,-0.00012975,-0.00013771,-0.00007915,0.00056572,0.00011450,-0.00478476,-0.00003932,-0.00004005,0.00003818,0.00412127,0.00055533,0.01302595,0.00016735,0.00029520,0.00020509,0.00481944,0.00006789,D
