1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,Phase
-0.00005487,0.00030100,-0.00003048,-0.00018844,-0.00043284,-0.00001432,-0.00008067,0.00031111,-0.00001971,-0.00018340,-0.00045247,-0.00001210,-0.00001849,-0.00000438,0.00000124,-0.00030298,-0.00013900,-0.00001617,-0.00001313,-0.00001002,0.00000183,-0.00030258,-0.00014050,-0.00001600,0.00030747,0.00047230,0.00032200,0.00048838,0.00001904,0.00033374,0.00001662,0.00033400,D
-0.00721181,-0.00807053,0.00103633,-0.00075380,-0.00036745,-0.00000381,-0.00694727,-0.00814176,0.00109502,-0.00074841,-0.00038837,-0.00000148,-0.00198804,-0.00232542,0.00029634,-0.00015705,0.00001817,0.00000292,-0.00190739,-0.00234802,0.00030965,-0.00015695,0.00001781,0.00000295,0.01087279,0.00083860,0.01075881,0.00084318,0.00307371,0.00015812,0.00304092,0.00015798,D
0.00002252,-0.00024336,-0.00007291,-0.00021685,0.00001514,-0.00006172,0.00019989,-0.00062056,-0.00014332,-0.00021614,0.00001252,-0.00006143,0.00206695,0.00223633,-0.00031692,0.00015342,0.00010931,-0.00001655,0.00204205,0.00214892,-0.00035381,0.00015208,0.00011454,-0.00001713,0.00025504,0.00022597,0.00066752,0.00022505,0.00306168,0.00018910,0.00298546,0.00019116,D
0.00052779,-0.00036270,0.00004840,0.00035215,0.00020711,-0.00003447,0.00024399,-0.00072293,-0.00012381,0.00035157,0.00020937,-0.00003477,0.00017423,-0.00004115,0.00004183,0.00019621,0.00006620,0.00000939,0.00001521,-0.00003530,0.00000673,0.00019576,0.00006788,0.00000919,0.00064223,0.00040999,0.00077298,0.00041066,0.00018385,0.00020728,0.00003902,0.00020740,D
0.00535738,0.00553163,-0.00066197,-0.00073558,-0.00033831,-0.00008978,0.00492920,0.00522488,-0.00085613,-0.00073584,-0.00033744,-0.00008987,0.00142047,0.00173363,-0.00020893,-0.00031992,-0.00016042,-0.00001627,0.00137801,0.00174936,-0.00021539,-0.00031983,-0.00016083,-0.00001621,0.00772908,0.00081461,0.00723390,0.00081449,0.00225097,0.00035826,0.00223731,0.00035835,D
-0.00095616,-0.00088275,0.00019677,-0.00015343,-0.00025447,-0.00003314,-0.00105353,-0.00104481,0.00012759,-0.00015356,-0.00025399,-0.00003319,-0.00197298,-0.00200449,0.00026836,0.00018192,0.00002620,0.00001770,-0.00186960,-0.00195928,0.00030741,0.00018196,0.00002608,0.00001771,0.00131613,0.00029899,0.00148923,0.00029866,0.00282536,0.00018465,0.00272556,0.00018467,D
-0.00105497,-0.00005193,-0.00001844,-0.00005660,-0.00023406,-0.00004317,-0.00061436,-0.00025752,0.00002387,-0.00005578,-0.00023723,-0.00004280,-0.00002823,0.00023738,-0.00006149,0.00002767,0.00000583,-0.00000286,0.00012548,0.00022494,-0.00002963,0.00002794,0.00000479,-0.00000275,0.00105641,0.00024465,0.00066658,0.00024743,0.00024683,0.00002842,0.00025927,0.00002848,D
0.00067283,0.00159912,-0.00027925,0.00133235,0.00013886,0.00003556,0.00105823,0.00140656,-0.00024802,0.00133165,0.00014161,0.00003527,0.00053994,0.00051595,-0.00008150,0.00043405,0.00011654,0.00002460,0.00052268,0.00052002,-0.00008496,0.00043357,0.00011839,0.00002440,0.00175723,0.00134004,0.00177758,0.00133962,0.00075125,0.00045009,0.00074219,0.00045011,D
0.00041044,0.00065913,-0.00010296,0.00036324,0.00003429,-0.00000267,0.00056709,0.00059387,-0.00008810,0.00036213,0.00003869,-0.00000316,-0.00007289,-0.00026111,0.00004897,-0.00026920,-0.00002905,-0.00001062,-0.00013643,-0.00022575,0.00004442,-0.00026931,-0.00002859,-0.00001068,0.00078327,0.00036486,0.00082586,0.00036420,0.00027548,0.00027097,0.00026748,0.00027104,D
-0.00091237,-0.00113737,0.00016131,0.00006371,-0.00009573,0.00001342,-0.00063209,-0.00126238,0.00018520,0.00006099,-0.00008509,0.00001223,-0.00044094,-0.00059883,0.00008809,-0.00009984,-0.00004334,0.00000536,-0.00039973,-0.00061875,0.00009110,-0.00010038,-0.00004126,0.00000513,0.00146699,0.00011578,0.00142389,0.00010540,0.00074886,0.00010897,0.00074225,0.00010865,D
-0.00027880,-0.00010637,0.00007067,0.00000253,0.00055656,-0.00004286,-0.00021249,0.00003869,0.00012496,0.00000144,0.00056089,-0.00004334,0.00016673,0.00027132,-0.00002385,-0.00001610,0.00017166,-0.00001481,0.00011042,0.00034239,-0.00001585,-0.00001567,0.00016999,-0.00001462,0.00030666,0.00055821,0.00024953,0.00056256,0.00031934,0.00017304,0.00036010,0.00017134,D
-0.00011015,-0.00024213,0.00012110,-0.00006366,0.00061493,-0.00005951,-0.00021638,0.00014378,0.00019995,-0.00006672,0.00062693,-0.00006089,0.00005440,-0.00004379,0.00001627,-0.00002135,0.00001883,-0.00000537,-0.00000125,0.00003390,0.00002419,-0.00002199,0.00002130,-0.00000566,0.00029227,0.00062107,0.00032782,0.00063341,0.00007171,0.00002897,0.00004166,0.00003113,D
-0.00504928,-0.00574783,0.00084364,-0.00000991,0.00048695,-0.00004821,-0.00533651,-0.00541770,0.00097895,-0.00001213,0.00049582,-0.00004917,-0.00145269,-0.00161932,0.00021251,0.00001581,-0.00003764,0.00000332,-0.00150592,-0.00163573,0.00022912,0.00001606,-0.00003856,0.00000345,0.00769705,0.00048943,0.00766734,0.00049840,0.00218579,0.00004096,0.00223515,0.00004191,D
-0.00032118,-0.00019346,0.00018780,0.00004090,-0.00022777,-0.00000758,-0.00082811,0.00053742,0.00028660,0.00003882,-0.00021961,-0.00000849,0.00157604,0.00185146,-0.00021861,0.00001693,-0.00023824,0.00001354,0.00150280,0.00198504,-0.00023078,0.00001698,-0.00023848,0.00001356,0.00041935,0.00023154,0.00102797,0.00022317,0.00244122,0.00023922,0.00250041,0.00023947,D
-0.00043750,0.00001012,0.00013815,-0.00026975,0.00053665,-0.00011630,-0.00076265,0.00047077,0.00020718,-0.00026902,0.00053370,-0.00011596,-0.00002983,0.00005220,-0.00001273,-0.00007965,0.00019601,-0.00002788,0.00001678,-0.00001709,-0.00002036,-0.00007893,0.00019316,-0.00002756,0.00045890,0.00061179,0.00091988,0.00060882,0.00006145,0.00021340,0.00003144,0.00021047,D
0.00571449,0.00692190,-0.00080777,-0.00171645,0.00046425,-0.00022013,0.00541553,0.00754036,-0.00081903,-0.00171950,0.00047604,-0.00022146,0.00219714,0.00246849,-0.00033783,-0.00051668,-0.00002586,-0.00003708,0.00220649,0.00252485,-0.00036650,-0.00051803,-0.00002059,-0.00003768,0.00901224,0.00179170,0.00931964,0.00179787,0.00332190,0.00051866,0.00337310,0.00051980,D
-0.00011618,-0.00009449,0.00001381,-0.00117599,0.00055467,-0.00020104,-0.00004097,-0.00015734,0.00000002,-0.00118008,0.00057061,-0.00020284,-0.00157586,-0.00189632,0.00022205,0.00014607,0.00002444,0.00000516,-0.00147473,-0.00208046,0.00022137,0.00014579,0.00002556,0.00000503,0.00015039,0.00131568,0.00016259,0.00132640,0.00247561,0.00014819,0.00255972,0.00014810,D
-0.00525635,-0.00576843,0.00070958,-0.00084145,0.00013975,-0.00011464,-0.00481207,-0.00584678,0.00078070,-0.00084710,0.00016183,-0.00011712,-0.00146862,-0.00162113,0.00019879,0.00009558,-0.00011855,0.00002468,-0.00136317,-0.00162555,0.00022305,0.00009514,-0.00011679,0.00002449,0.00783630,0.00086065,0.00761251,0.00087034,0.00219645,0.00015427,0.00213317,0.00015262,D
-0.00053906,0.00022824,0.00002024,0.00059834,0.00035597,-0.00003476,-0.00019464,0.00014543,0.00007172,0.00059543,0.00036727,-0.00003604,0.00147415,0.00187396,-0.00021542,0.00044994,0.00006757,0.00002496,0.00144295,0.00187257,-0.00022156,0.00045079,0.00006420,0.00002534,0.00058574,0.00069709,0.00025334,0.00070051,0.00239400,0.00045567,0.00237438,0.00045604,D
-0.00046622,0.00049139,0.00001005,0.00043695,0.00030198,-0.00002249,-0.00019419,0.00041100,0.00005206,0.00043696,0.00030191,-0.00002246,0.00002428,0.00008772,-0.00000340,-0.00005380,-0.00001800,0.00000409,0.00000015,0.00008852,-0.00000655,-0.00005282,-0.00002179,0.00000453,0.00067744,0.00053162,0.00045754,0.00053159,0.00009108,0.00005688,0.00008876,0.00005732,D
